nci_id,nct_id,protocol_id,ccr_id,ctep_id,dcp_id,other_ids__name,other_ids__value,associated_studies__study_id,associated_studies__study_id_type,outcome_measures__name,outcome_measures__description,outcome_measures__timeframe,outcome_measures__type_code,amendment_date,current_trial_status,current_trial_status_date,start_date,start_date_type_code,completion_date,completion_date_type_code,record_verification_date,brief_title,official_title,acronym,keywords,brief_summary,detail_description,classification_code,interventional_model,study_source,accepts_healthy_volunteers_indicator,study_protocol_type,study_subtype_code,study_population_description,study_model_code,study_model_other_text,sampling_method_code,bio_specimen__f1,bio_specimen__f2,bio_specimen__f3,bio_specimen__f4,primary_purpose__primary_purpose_code,primary_purpose__primary_purpose_other_text,primary_purpose__primary_purpose_additional_qualifier_code,phase__phase,phase__phase_other_text,phase__phase_additional_qualifier_code,masking__masking,masking__masking_allocation_code,masking__masking_role_investigator,masking__masking_role_outcome_assessor,masking__masking_role_subject,masking__masking_role_caregiver,principal_investigator,central_contact__central_contact_email,central_contact__central_contact_name,central_contact__central_contact_phone,central_contact__central_contact_type,lead_org,collaborators__name,collaborators__functional_role,sites__contact_email,sites__contact_name,sites__contact_phone,sites__recruitment_status,sites__recruitment_status_date,sites__local_site_identifier,sites__org_address_line_1,sites__org_address_line_2,sites__org_city,sites__org_country,sites__org_email,sites__org_family,sites__org_fax,sites__org_name,sites__org_to_family_relationship,sites__org_phone,sites__org_postal_code,sites__org_state_or_province,sites__org_status,sites__org_status_date,sites__org_tty,sites__org_va,sites__org_coordinates__lat,sites__org_coordinates__lon,anatomic_sites__-,diseases__inclusion_indicator,diseases__lead_disease_indicator,diseases__nci_thesaurus_concept_id,diseases__preferred_name,diseases__display_name,diseases__paths__direction,diseases__paths__concepts__idx,diseases__paths__concepts__label,diseases__paths__concepts__code,diseases__type__001,diseases__type__002,diseases__synonyms__-,diseases__synonyms,diseases__parents__001,diseases__parents__002,diseases__parents__003,biomarkers,minimum_target_accrual_number,eligibility__structured__gender,eligibility__structured__max_age,eligibility__structured__max_age_number,eligibility__structured__max_age_unit,eligibility__structured__min_age,eligibility__structured__min_age_number,eligibility__structured__min_age_unit,eligibility__structured__max_age_in_years,eligibility__structured__min_age_in_years,eligibility__unstructured__display_order,eligibility__unstructured__inclusion_indicator,eligibility__unstructured__description,number_of_arms,arms__arm_name,arms__arm_type,arms__arm_description,arms__interventions__intervention_name,arms__interventions__intervention_type,arms__interventions__intervention_code,arms__interventions__intervention_description,arms__interventions__parents__001,arms__interventions__parents__002,arms__interventions__parents__003,arms__interventions__inclusion_indicator,arms__interventions__synonyms__-,arms__interventions__synonyms,arms__interventions__intervention_category
,,,,,,,,,,Overall survival (OS) percentage for patients with SPNET,"The Kaplan-Meier method will be used to estimate 5-year OS, defined as the time from study enrollment to death from any cause, or to date of last contact. Estimates are reported with 95% confidence intervals. SPNET is no longer recognized by WHO (World Health Organization) as a disease entity. Additional trial information can be found under PubMed # 30332335.",Up to 5 years from study enrollment,SECONDARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,burton@bcm.edu,Site Public Contact,713-798-1354,CLOSED_TO_ACCRUAL,9/7/18,,One Baylor Plaza,null,Houston,United States,burton@bcm.edu,Dan L Duncan Comprehensive Cancer Center,null,Baylor College of Medicine / Dan L Duncan Comprehensive Cancer Center,ORGANIZATIONAL,null,77030,TX,ACTIVE,5/10/16,null,FALSE,29.7059,-95.4026,,,,,,,,,,,,,,Cancer of Central Nervous System,,,,,,,,,,,,,,,11,TRUE,Creatinine clearance or radioisotope glomerular filtration rate (GFR) >= 70 mL/min/1.73 m^2 OR a serum creatinine based on age/gender as follows:            \r\n* 0.8 mg/dL (2 to < 6 years of age)\r\n* 1.0 mg/dL (6 to < 10 years of age)\r\n* 1.2 mg/dL (10 to < 13 years of age)\r\n* 1.5 mg/dL (male) or 1.4 mg/dL (female) (13 to < 16 years of age)\r\n* 1.7 mg/dL (male) or 1.4 mg/dL (female) (>= 16 years of age),,,,,,,,,,,,,,Genuxal,
,,,,,,,,,,Response rate to radiation therapy for patients with supratentorial primitive neuroectodermal tumor (SPNET),Percentages of patients with responses after radiation therapy (induction therapy) are reported with 95% confidence intervals. Complete and partial responses were considered responses. SPNET is no longer recognized by WHO (World Health Organization) as a disease entity. Additional trial information can be found under PubMed # 30332335.,12 weeks after treatment initiation,SECONDARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,Site Public Contact,732-235-8675,CLOSED_TO_ACCRUAL,9/7/18,,One Robert Wood Johnson Place,null,New Brunswick,United States,null,Rutgers Cancer Institute of New Jersey,null,Rutgers Cancer Institute of New Jersey-Robert Wood Johnson University Hospital,ORGANIZATIONAL,732-235-8675,8903,NJ,ACTIVE,11/30/15,null,FALSE,40.5102,-74.447,,,,,,,,,,,,,,Cancer of the CNS,,,,,,,,,,,,,,,12,TRUE,Total bilirubin < 1.5 x upper limit of normal (ULN) for age,,,,,,,,,,,,,,Ledoxina,
,,,,,,,,,,The estimated full-scale IQ (FSIQ) at 9+/-3 months post diagnosis for SPNET patients,"Post-treatment neurocognitive function was assessed. Full-scale IQ (FSIQ) is a representative measurement for neurocognitive function. FSIQ was measured by IQ tests. Assessments within the time window, from eligible and evaluable patients are reported. The time window is 9+/-3 months post diagnosis, only the assessments before progression date were reported. The Range of FSIQ is 50-150. A higher FSIQ is better. Mean and standard deviation of FSIQ were calculated and reported. SPNET is no longer recognized by WHO (World Health Organization) as a disease entity. Additional trial information can be found under PubMed # 30332335.",6 – 12 months post diagnosis,SECONDARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,melissa.leffin@orlandohealth.com,Site Public Contact,321-843-2584,CLOSED_TO_ACCRUAL,9/7/18,,92 West Miller Street,null,Orlando,United States,melissa.leffin@orlandohealth.com,null,null,Arnold Palmer Hospital for Children,null,407-649-9111,32806,FL,ACTIVE,1/31/18,null,FALSE,28.5125,-81.3614,,,,,,,,,,,,,,Cancer of the Central Nervous System,,,,,,,,,,,,,,,13,TRUE,"Serum glutamic oxaloacetic transaminase (SGOT) (aspartate aminotransferase [AST]) or serum glutamate pyruvate transaminase (SGPT) (alanine aminotransferase [ALT]) < 2.5 x upper limit of normal (ULN) for age; for patients on anti-seizure medications, SGOT (AST) or SGPT (ALT) must be < 5 x ULN",,,,,Cisplatin,Drug,C376,"An inorganic platinum agent (cis-diamminedichloroplatinum) with antineoplastic activity.  Cisplatin forms highly reactive, charged, platinum complexes which bind to nucleophilic groups such as GC-rich sites in DNA, inducing intrastrand and interstrand DNA cross-links, as well as DNA-protein cross-links. These cross-links result in apoptosis and cell growth inhibition. Check for active clinical trials or closed clinical trials using this agent. (NCI Thesaurus)Health professional",C1450,C798,,TRIAL,,Abiplatin,Agent
,,,,,,,,,,Metacognition Index (MI) on the Behavior Rating Inventory of Executive Function (BRIEF) at 9+/-3 months post diagnosis for SPNET patients,"Metacognition index (MI) was measured by BRIEF test. Assessments within the time window, from eligible and evaluable patients are reported. If the patient had disease progression, only the assessments before progression date were reported. The MI is a standard T- score, and it ranges from 0 to 100. The higher score reported suggests a higher level of dysfunction. Mean and standard deviation of MI were calculated and reported. SPNET is no longer recognized by WHO (World Health Organization) as a disease entity. Additional trial information can be found under PubMed # 30332335.",6 – 12 months post diagnosis,SECONDARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helpdesk@childrensoncologygroup.org,Site Public Contact,null,CLOSED_TO_ACCRUAL,9/7/18,,9300 Valley Children's Place,null,Madera,United States,Research@valleychildrens.org,null,null,Valley Children's Hospital,null,866-353-5437,93636,CA,ACTIVE,4/4/19,null,FALSE,36.9581,-120.0704,,,,,,,,,,,,,,Central Nervous System Cancer,,,,,,,,,,,,,,,14,TRUE,"Absolute neutrophil count (ANC) >= 1,000/uL",,,,,,,,,,,,,,Blastolem,
,,,,,,,,,,The estimated full-scale IQ (FSIQ) at 30+/-6 months post diagnosis for medulloblastoma patients,"Post-treatment neurocognitive function was assessed. Full-scale IQ (FSIQ) is a representative measurement for neurocognitive function. FSIQ was measured by IQ tests. Assessments within the time window, from eligible and evaluable patients are reported. The time window is 30+/-6 months post diagnosis, only the assessments before progression date were reported. The Range of FSIQ is 50-150. A higher FSIQ is better. Mean and standard deviation of FSIQ were calculated and reported. SPNET is no longer recognized by WHO (World Health Organization) as a disease entity. Additional trial information can be found under PubMed # 30332335.",24 – 36 months post diagnosis,SECONDARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stephanie.VanBebber@inova.org,Site Public Contact,703-208-6650,CLOSED_TO_ACCRUAL,9/7/18,,3300 Gallows Road,null,Falls Church,United States,null,Sidney Kimmel Comprehensive Cancer Center,null,Inova Fairfax Hospital,AFFILIATION,703-208-6650,22042,VA,ACTIVE,12/31/08,null,FALSE,38.8645,-77.1936,,,,,,,,,,,,,,"Central Nervous System Neoplasms, Malignant",,,,,,,,,,,,,,,15,TRUE,"Platelets >= 100,000/uL (untransfused)",,,,,,,,,,,,,,Briplatin,
,,,,,,,,,,Metacognition Index (MI) on the Behavior Rating Inventory of Executive Function (BRIEF) at 30+/-6 months post diagnosis for SPNET patients,"Metacognition index (MI) was measured by BRIEF test. Assessments within the time window, from eligible and evaluable patients are reported. If the patient had disease progression, only the assessments before progression date were reported. The MI is a standard T- score, and it ranges from 0 to 100. The higher score reported suggests a higher level of dysfunction. Mean and standard deviation of MI were calculated and reported. SPNET is no longer recognized by WHO (World Health Organization) as a disease entity. Additional trial information can be found under PubMed # 30332335.",24 – 36 months post diagnosis,SECONDARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OncologyClinicalTrialsSF@SanfordHealth.org,Site Public Contact,605-312-3320,CLOSED_TO_ACCRUAL,9/7/18,,1305 West 18th Street,null,Sioux Falls,United States,OncologyClinicalTrialsSF@SanfordHealth.org,null,null,Sanford USD Medical Center - Sioux Falls,null,605-328-1367,57117-5134,SD,ACTIVE,1/14/13,null,FALSE,,,,,,,,,,,,,,,,Malignant CNS Neoplasm,,,,,,,,,,,,,,,16,TRUE,Hemoglobin >= 8 g/dl (may be transfused),,,,,,,,,,,,,,Cisplatyl,
,,,,,,,,,,Metacognition Index (MI) on the Behavior Rating Inventory of Executive Function (BRIEF) at 60+/-12 months post diagnosis for SPNET patients,"Metacognition index (MI) was measured by BRIEF test. Assessments within the time window, from eligible and evaluable patients are reported. If the patient had disease progression, only the assessments before progression date were reported. The MI is a standard T- score, and it ranges from 0 to 100. The higher score reported suggests a higher level of dysfunction. Mean and standard deviation of MI were calculated and reported. SPNET is no longer recognized by WHO (World Health Organization) as a disease entity. Additional trial information can be found under PubMed # 30332335.",48 – 72 months post diagnosis,SECONDARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helpdesk@childrensoncologygroup.org,Site Public Contact,null,CLOSED_TO_ACCRUAL,9/7/18,,2221 Murphy Avenue,null,Nashville,United States,null,null,null,The Children's Hospital at TriStar Centennial,null,615-329-7274,37203,TN,ACTIVE,5/10/16,null,FALSE,36.1494,-86.79,,,,,,,,,,,,,,Malignant CNS Neoplasms,,,,,,,,,,,,,,,17,TRUE,Female patients who are post-menarchal must have a negative pregnancy test; lactating female patients must agree not to breast-feed while on this trial; males or females of reproductive potential may not participate unless they have agreed to use an effective contraceptive method,,,,,,,,,,,,,,Citoplatino,
,,,,,,,,,,The estimated full-scale IQ (FSIQ) at 60+/-12 months post diagnosis for SPNET patients,"Post-treatment neurocognitive function was assessed. Full-scale IQ (FSIQ) is a representative measurement for neurocognitive function. FSIQ was measured by IQ tests. Assessments within the time window, from eligible and evaluable patients are reported. The time window is 60+/-12 months post diagnosis, only the assessments before progression date were reported. The Range of FSIQ is 50-150. A higher FSIQ is better. Mean and standard deviation of FSIQ were calculated and reported. SPNET is no longer recognized by WHO (World Health Organization) as a disease entity. Additional trial information can be found under PubMed # 30332335.",48 – 72 months post diagnosis,SECONDARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trials@ohsu.edu,Site Public Contact,503-494-1080,CLOSED_TO_ACCRUAL,9/7/18,,3181 SouthWest Sam Jackson Park Road,null,Portland,United States,trials@ohsu.edu,OHSU Knight Cancer Institute,null,Oregon Health and Science University,ORGANIZATIONAL,503-494-7887,97239,OR,ACTIVE,9/2/15,null,FALSE,45.4923,-122.6915,,,,,,,,,,,,,,Malignant CNS Tumor,,,,,,,,,,,,,,,18,TRUE,All patients and/or their parents or legal guardians must sign a written informed consent,,,,,,,,,,,,,,Citosin,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,Site Public Contact,336-713-6771,CLOSED_TO_ACCRUAL,9/7/18,,Medical Center Boulevard,null,Winston-Salem,United States,null,Wake Forest Baptist Comprehensive Cancer Center,null,Wake Forest University Health Sciences,ORGANIZATIONAL,336-713-6771,27157,NC,ACTIVE,12/31/08,null,FALSE,36.0964,-80.2096,,,,,,,,,,,,,,Malignant Central Nervous System Tumor,,,,,,,,,,,,,,,19,TRUE,"All institutional, Food and Drug Administration (FDA), and National Cancer Institute (NCI) requirements for human studies must be met",,,,,,,,,,,,,,Lederplatin,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helpdesk@childrensoncologygroup.org,Site Public Contact,null,CLOSED_TO_ACCRUAL,9/7/18,,1201 West La Veta Avenue,null,Orange,United States,null,null,null,Children's Hospital of Orange County,null,714-997-3000,92868,CA,ACTIVE,8/10/15,null,FALSE,33.7886,-117.8683,,,,,,,,,,,,,,Malignant Neoplasm of CNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metaplatin,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helpdesk@childrensoncologygroup.org,Site Public Contact,null,CLOSED_TO_ACCRUAL,9/7/18,,3001 West Dr Martin Luther King Jr Blvd,null,Tampa,United States,jennifer.manns@baycare.org,null,null,Saint Joseph's Hospital / Children's Hospital-Tampa,null,800-882-4123,33607,FL,ACTIVE,4/8/15,null,FALSE,27.963,-82.5019,,,,,,,,,,,,,,Malignant Neoplasm of Central Nervous System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neoplatin,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helpdesk@childrensoncologygroup.org,Site Public Contact,null,CLOSED_TO_ACCRUAL,3/16/18,,225 East Chicago Avenue,null,Chicago,United States,null,Robert H. Lurie Comprehensive Cancer Center,null,Lurie Children's Hospital-Chicago,AFFILIATION,312-227-4000,60611,IL,ACTIVE,7/22/13,null,FALSE,41.8946,-87.6187,,,,,,,,,,,,,,Malignant Neoplasm of the CNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Placis,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ou-clinical-trials@ouhsc.edu,Site Public Contact,405-271-8777,CLOSED_TO_ACCRUAL,9/7/18,,1100 North Lindsay,null,Oklahoma City,United States,ou-clinical-trials@ouhsc.edu,Stephenson Cancer Center,null,University of Oklahoma Health Sciences Center,ORGANIZATIONAL,null,73104,OK,ACTIVE,1/23/13,null,FALSE,35.4753,-97.5038,,,,,,,,,,,,,,Malignant Neoplasm of the Central Nervous System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plastistil,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cancer.research.nurse@dartmouth.edu,Site Public Contact,800-639-6918,CLOSED_TO_ACCRUAL,9/7/18,,One Medical Center Drive,null,Lebanon,United States,cancer.research.nurse@dartmouth.edu,Norris Cotton Cancer Center,null,Dartmouth Hitchcock Medical Center,ORGANIZATIONAL,603-650-7609,3756,NH,ACTIVE,3/29/12,null,FALSE,43.7029,-72.2895,,,,,,,,,,,,,,Malignant Tumor of CNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platamine,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CancerAnswer@ccf.org,Site Public Contact,866-223-8100,CLOSED_TO_ACCRUAL,9/7/18,,9500 Euclid Avenue,null,Cleveland,United States,TaussigResearch@ccf.org,Case Comprehensive Cancer Center,null,Cleveland Clinic Foundation,ORGANIZATIONAL,866-223-8100,44195,OH,ACTIVE,12/31/08,null,FALSE,41.5036,-81.6209,,,,,,,,,,,,,,Malignant Tumor of Central Nervous System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platiblastin,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helpdesk@childrensoncologygroup.org,Site Public Contact,null,CLOSED_TO_ACCRUAL,9/7/18,,13123 East 16th Avenue,null,Aurora,United States,josh.b.gordon@nsmtp.kp.org,University of Colorado Cancer Center,null,Children's Hospital Colorado,ORGANIZATIONAL,720-777-1234,80045,CO,ACTIVE,1/21/13,null,FALSE,39.7462,-104.837,,,,,,,,,,,,,,Malignant Tumor of the CNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platiblastin-S,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctsucontact@westat.com,Site Public Contact,888-823-5923,CLOSED_TO_ACCRUAL,6/18/18,,5153 North Ninth Avenue,null,Pensacola,United States,null,null,null,Nemours Children's Clinic - Pensacola,null,904-697-3529,32504,FL,ACTIVE,7/24/15,null,FALSE,30.4842,-87.1905,,,,,,,,,,,,,,Malignant Tumor of the Central Nervous System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platinex,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helpdesk@childrensoncologygroup.org,Site Public Contact,null,CLOSED_TO_ACCRUAL,9/7/18,,200 Henry Clay Avenue,null,New Orleans,United States,CHResearch@lcmchealth.org,null,null,Children's Hospital New Orleans,null,504-894-5377,70118,LA,ACTIVE,1/22/18,null,FALSE,29.9472,-90.1244,,TREE,NO,C5114,Malignant Intracranial Neoplasm,Malignant Intracranial Neoplasm,,,,,subtype,,,Intracranial Cancer,C4953,C4627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platinol,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,Site Public Contact,859-257-3379,CLOSED_TO_ACCRUAL,9/7/18,,800 Rose Street,null,Lexington,United States,null,University of Kentucky - Markey Cancer Center,null,University of Kentucky / Markey Cancer Center,ORGANIZATIONAL,859-257-3379,40536,KY,ACTIVE,3/19/15,null,FALSE,38.0316,-84.5089,,,,,,,,,,,,,,"Intracranial Neoplasms, Malignant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platinol- AQ,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helpdesk@childrensoncologygroup.org,Site Public Contact,null,CLOSED_TO_ACCRUAL,9/7/18,,2525 Chicago Avenue,null,Minneapolis,United States,null,null,null,Children's Hospitals and Clinics of Minnesota - Minneapolis,null,612-813-5193,55404,MN,ACTIVE,12/31/08,null,FALSE,44.9618,-93.2613,,,,,,,,,,,,,,"Intracranial Tumors, Malignant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platinol-AQ VHA Plus,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helpdesk@childrensoncologygroup.org,Site Public Contact,null,CLOSED_TO_ACCRUAL,9/7/18,,317 Martin Luther King Jr Way,null,Tacoma,United States,research@multicare.org,null,null,Mary Bridge Children's Hospital and Health Center,null,800-552-1419x3481,98405,WA,INACTIVE,4/25/20,null,FALSE,47.2461,-122.4718,,,,,,,,,,,,,,Malignant Intracranial Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platiran,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,Site Public Contact,514-345-4931,CLOSED_TO_ACCRUAL,9/7/18,,3175 Ch Cote-Sainte Catherine,null,Montreal,Canada,null,null,null,Centre Hospitalier Universitaire Sainte-Justine,null,514-345-4931,H3T 1C5,Quebec,ACTIVE,10/10/13,null,FALSE,,,,TREE,YES,C96413,Brain Disorder,Brain Disorder,,,,,subtype,,,,C2934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platistin,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,Site Public Contact,201-996-2879,CLOSED_TO_ACCRUAL,9/7/18,,30 Prospect Avenue,null,Hackensack,United States,null,Georgetown Lombardi Comprehensive Cancer Center,null,Hackensack University Medical Center,ORGANIZATIONAL,201-996-2879,7601,NJ,ACTIVE,12/31/08,null,FALSE,40.8892,-74.0466,,TREE,NO,C3268,Nervous System Neoplasm,Nervous System Tumor,,,,,maintype,,,Neoplasm of Nervous System,C3263,C26835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platosin,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christy.Gilchrist@hshs.org,Site Public Contact,920-433-8889,CLOSED_TO_ACCRUAL,9/7/18,,835 South Van Buren Street,Pharmacy Department,Green Bay,United States,ewd_research_admin@hshs.org,null,null,Saint Vincent Hospital Cancer Center Green Bay,null,920-433-8889,54301,WI,ACTIVE,3/20/20,null,FALSE,44.4814,-88.0196,,,,,,,,,,,,,,Neoplasm of the Nervous System,,,,,,,,,,,,,,,,,,,,,,Vincristine Sulfate,Drug,C1739,"The sulfate salt of a natural alkaloid isolated from the plant Vinca rosea Linn with antimitotic and antineoplastic activities. Vincristine binds irreversibly to microtubules and spindle proteins in S phase of the cell cycle and interferes with the formation of the mitotic spindle, thereby arresting tumor cells in metaphase. This agent also depolymerizes microtubules and may also interfere with amino acid, cyclic AMP, and glutathione metabolism; calmodulin-dependent Ca++ -transport ATPase activity; cellular respiration; and nucleic acid and lipid biosynthesis. Check for active clinical trials or closed clinical trials using this agent. (NCI Thesaurus)Health professional",C932,C67422,,TRIAL,,Kyocristine,Agent
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,Site Public Contact,787-474-0333,CLOSED_TO_ACCRUAL,9/7/18,,PO Box 365067,Medical Sciences Campus,San Juan,United States,null,null,null,University Pediatric Hospital,null,null,926,PR,ACTIVE,12/31/08,null,FALSE,18.3754,-66.0577,,,,,,,,,,,,,,Nervous System Neoplasm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oncovin,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helpdesk@childrensoncologygroup.org,Site Public Contact,null,CLOSED_TO_ACCRUAL,9/7/18,,2801 North Gantenbein Avenue,Second and Third Floors,Portland,United States,null,null,null,Legacy Emanuel Children's Hospital,null,503-413-2560,97227,OR,ACTIVE,12/31/08,null,FALSE,45.5435,-122.6742,,,,,,,,,,,,,,Nervous System Neoplasms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vincasar,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,Site Public Contact,877-827-3222,CLOSED_TO_ACCRUAL,9/7/18,,1450 Third Street,null,San Francisco,United States,null,UCSF Helen Diller Family Comprehensive Cancer Center,null,UCSF Medical Center-Mission Bay,ORGANIZATIONAL,888-689-8273,94158,CA,ACTIVE,3/18/15,null,FALSE,37.7587,-122.3951,,,,,,,,,,,,,,Nervous System Tumour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vincosid,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,Site Public Contact,803-434-3680,CLOSED_TO_ACCRUAL,9/7/18,,Five Richland Medical Park Drive,null,Columbia,United States,null,null,null,Prisma Health Richland Hospital,null,803-434-3680,29203,SC,ACTIVE,4/5/19,null,FALSE,34.1179,-81.0612,,,,,,,,,,,,,,Tumor of Nervous System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vincrex,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jhcccro@jhmi.edu,Site Public Contact,410-955-8804,CLOSED_TO_ACCRUAL,9/7/18,,600 North Wolfe Street,null,Baltimore,United States,jhcccro@jhmi.edu,Sidney Kimmel Comprehensive Cancer Center,null,Johns Hopkins University / Sidney Kimmel Cancer Center,ORGANIZATIONAL,410-955-8804,21287,MD,ACTIVE,5/5/15,null,FALSE,39.3021,-76.5621,,,,,,,,,,,,,,Tumor of the Nervous System,,,,,,,,,,,,,,,,,,,,,,Radiation Therapy,Radiation,C15313,null,C49236,,,TRIAL,,Cancer Radiotherapy,Other
